"","Var1","Freq"
"212","#deutschewelle",1
"213","#digital_art",1
"214","#digitalart",11
"215","#digitalartist",8
"216","#digitalartwork",1
"217","#digitaldesign",1
"218","#digitaldrawing",1
"219","#digitalillustration",1
"220","#digitalwork",1
"221","#dimakarov",1
"222","#dkekaterinburg",1
"223","#dkru",1
"224","#dog",1
"225","#dorsov",2
"226","#drawing",4
"227","#dream",1
"228","#Dumaelections",2
"229","#dw",1
"230","#dyuzhevofficial",27
"231","#e63",1
"232","#e63s",1
"233","#e63samg",1
"234","#eclass",1
"235","#ecnii",1
"236","#ecoartchallenge",3
"237","#ecoarttrip",3
"238","#ecology",1
"239","#egrigoriev",27
"240","#eipnajpetts",27
"241","#elections",2
"242","#europe",1
"243","#expiredfilm",1
"244","#eyesight",5
"245","#face",7
"246","#facebook",1
"247","#faqnewschannel",1
"248","#fatamorgana",1
"249","#fbk",1
"250","#fcukthesistem",1
"251","#film",5
"252","#filmisnotdead",1
"253","#filmphotography",1
"254","#finland",1
"255","#flowerstagram",1
"256","#flowerstattoo",1
"257","#follow",7
"258","#follow4like",1
"259","#followforfollowback",1
"260","#forbesrussia.",1
"261","#forthefuture",1
"262","#free",29
"263","#Free",3
"264","#free,",2
"265","#FreeAzat",2
"266","#freeAzat,",4
"267","#freedom",8
"268","#freedomforourchildren",1
"269","#FreedomForPoliticalPrisoners",2
"270","#freedomofassembly",1
"271","#freedoms",1
"272","#freeegorzhukov",1
"273","#FreeEgorZhukov",1
"274","#freeforthree",2
"275","#freekotov",1
"276","#freeomonbot",1
"277","#freeOyube,",2
"278","#freepoliticalprisoners",7
"279","#freeRatnikov",4
"280","#freeSantzov,",2
"281","#freeSentzov,",1
"282","#freesvetov",1
"283","#freeSvetov",1
"284","#freevladbarabanov",2
"285","#FreeVladBarabanov",1
"286","#freeyegorzhukov",47
"287","#freeYegorZhukov",1
"288","#freeze",1
"289","#freezhukov",2
"290","#freе",1
"291","#fridaysforfuture",1
"292","#fs13",1
"293","#fuckthesystem",1
"294","#fujireala",1
"295","#future",1
"296","#gallery",1
"297","#gargoyle",1
"298","#garikharlamov",1
"299","#gazetametro",1
"300","#generation",5
"301","#germancars",1
"302","#girl",1
"303","#girlcoffe",1
"304","#girlguitarist",1
"305","#go_orthodox",1
"306","#goodvibes",1
"307","#gorelik0304",1
"308","#graff",2
"309","#graffiti",3
"310","#graffitiart",1
"311","#graphic",1
"312","#greenpeace",1
"313","#guide",1
"314","#guitar",1
"315","#hand",1
"316","#hatters",1
"317","#helios44_2",1
"318","#helmet",1
"319","#helsinki",1
"320","#hemsthink",1
"321","#history",1
"322","#hollywood",2
"323","#hongkong",1
"324","#hse",3
"325","#huligan",1
"326","#humanrights",5
"327","#humanrightswatch",1
"328","#humanrightswatch<U+202C>",1
"329","#ibelieve",1
"330","#icon",2
"331","#igorgashin",1
"332","#ilford",1
"333","#ilikebeer",1
"334","#illustragram",1
"335","#illustratiinartist",1
"336","#illustration",6
"337","#illustrationdigital",1
"338","#illustrator",2
"339","#Infobae,",1
"340","#injustice",1
"341","#inktober",2
"342","#inktober2019",1
"343","#inktoberday4",1
"344","#inktoberrussia",1
"345","#inktobertattoo",1
"346","#inspiration",1
"347","#inspirationalquotes",1
"348","#insta",1
"349","#instaart",5
"350","#instadaily",1
"351","#instagood",5
"352","#instagram",4
"353","#instagram,",1
"354","#instagramart",1
"355","#instagrammers",1
"356","#instagramoftheday",3
"357","#instagramoftheweek",3
"358","#instagramrussia",3
"359","#instalike",2
"360","#instalikes",1
"361","#installation",6
"362","#installation_art",6
"363","#instamillion",3
"364","#instamoment",3
"365","#instamood",1
"366","#instapic",3
"367","#instart",1
"368","#instarussia",1
"369","#instatoday",3
"370","#instavideo",1
"371","#ipadart",1
"372","#ipadillustration",1
"373","#irkutsk",1
"374","#ishootfilm",1
"375","#italyart",2
"376","#ivangolunov",1
"377","#IVВЮФ",1
"378","#justice",1
"379","#jvcr",1
"380","#kamikadze",1
"381","#kaskad",3
"382","#katyapolitolog",1
"383","#khabibnurmagomedov,",1
"384","#khankuchum",1
"385","#khv",1
"386","#khvst",1
"387","#komon",2
"388","#kossдума",1
"389","#krasnogorsk_poima",1
"390","#kremlin",1
"391","#l4l",1
"392","#laboca",1
"393","#law,",1
"394","#lawandlogic",1
"395","#laylaural",1
"396","#lazarevsergey,",1
"397","#legal.",1
"398","#leica",1
"399","#leicamini",1
"400","#lemontreework",1
"401","#letmypeoplego",1
"402","#lettering",2
"403","#letteringcartel",1
"404","#letteringinsoul",1
"405","#letteringpracrice",1
"406","#letteringtattoo",1
"407","#letterlove_worldwide",1
"408","#letters",1
"409","#lex,",1
"410","#liberty",1
"411","#life",3
"412","#lifeinrussia",6
"413","#lifestyle",1
"414","#Lightroom",1
"415","#like",9
"416","#like4follow",1
"417","#like4like",2
"418","#like4like,",1
"419","#like4likes",2
"420","#like4tags",1
"421","#likeall",1
"422","#likeallmypics",1
"423","#likealways",1
"424","#likeback",1
"425","#likebackalways",1
"426","#likebackteam",1
"427","#liked",1
"428","#likeforfollow",1
"429","#likeforlike",2
"430","#likeforlikes",2
"431","#likelike",1
"432","#likeme",1
"433","#liker",1
"434","#likes",1
"435","#likes4like",1
"436","#likes4likes",1
"437","#likesforfollow",1
"438","#likesforlike",1
"439","#likesforlikes",1
"440","#likesforspam",1
"441","#likesfortags",1
"442","#likesreturned",1
"443","#liketeam",1
"444","#liketime",1
"445","#liking",1
"446","#lingerie",1
"447","#live",8
"448","#livingonaprayer",1
"449","#LlibertatPresosPolitics",1
"450","#love",1
"451","#lucky",1
"452","#lumen",1
"453","#luxurycars",1
"454","#lyrics",2
"455","#man",3
"456","#MANGOmedia",2
"457","#marble",1
"458","#market",1
"459","#mash_breaking",1
"460","#me",1
"461","#mediaart",8
"462","#mediazone",1
"463","#meduza",1
"464","#meeting",1
"465","#mercedes",1
"466","#mercedesbenz",1
"467","#mercedesbenzamg",1
"468","#mercedesbenzclub",1
"469","#mercedesclub",1
"470","#mercutiopoems",1
"471","#metahuman",1
"472","#metamdrn",1
"473","#metamodernism",1
"474","#metro",1
"475","#metronews",1
"476","#metrorussia",1
"477","#minimalism",1
"478","#miron",4
"479","#mirosha",2
"480","#mlkpls",1
"481","#mmurk",1
"482","#modernart",7
"483","#modernartist",9
"484","#monochrome",6
"485","#mood",1
"486","#moon",1
"487","#moronandvandaldivision",1
"488","#moscow",57
"489","#Moscow",10
"490","#moscow_life",1
"491","#moscowart",1
"492","#moscowcity",6
"493","#moscowtoday",1
"494","#MoSiKeXingDong",1
"495","#moskow",1
"496","#mossovet",1
"497","#mothersday",1
"498","#motiondesign",1
"499","#motivationalquotes",1
"500","#movie",2
"501","#msk",3
"502","#music",3
"503","#musik",1
"504","#mvd",1
"505","#myannik",5
"506","#myart",1
"507","#mypoetry",1
"508","#mypositionstore",4
"509","#nabokov",1
"510","#naturelover",1
"511","#navalny",23
"512","#NaZlobu",36
"513","#NECRODEFLORATOR",1
"514","#nevergiveup",1
"515","#new",1
"516","#newmusic",1
"517","#news",9
"518","#newsru_now",5
"519","#nezastast",1
"520","#nickvaluev",27
"521","#noizemc",4
"522","#Noizemc",1
"523","#NoizeMC",2
"524","#norimixxxo",1
"525","#norimyxxxo",12
"526","#november16",2
"527","#november20",1
"528","#november2019",5
"529","#november23",1
"530","#november24",1
"531","#NTN24",1
"532","#NTN24NSK",1
"533","#ntv",3
"534","#nvrsk_news#novorossiysk#lovenvrsk#allnvrsk#typicalnvrsk#новоросс#нврск#nvrsk_love#ofnvrsk#novoross93#dailynvrsk#bloknot_novorossiysk#nvrsk_views#novorab_news#novosti_nvrsk#митинг#московскоедело#анекдотыомитинге#",1
"535","#oil",2
"536","#oilpainting",2
"537","#omg",1
"538","#omsk",1
"539","#onedayart",1
"540","#onedayoneart",2
"541","#onemanprotest",3
"542","#openheart",1
"543","#OperationMoscow",1
"544","#opposition",6
"545","#OST",1
"546","#otpuskai",1
"547","#oxxximiron",4
"548","#Oxxximiron",1
"549","#oxxxy",4
"550","#oxxxyfan",6
"551","#oxxxymania",1
"552","#oxxxymiron",51
"553","#oXXXymiron",2
"554","#Oxxxymiron",9
"555","#oxxxymiron#сядьзатекст",1
"556","#oxxxymiron<U+2764><U+FE0F>",1
"557","#oxxxymironlive",3
"558","#oxxxyshop",4
"559","#oxxxytabor",5
"560","#oxxxytour",3
"561","#oxxymiron",2
"562","#Oxxymiron",1
"563","#oyanqazaqstan",1
"564","#ozersk",1
"565","#ozersk74",1
"566","#paint",2
"567","#palabras",1
"568","#palsasha",1
"569","#pastel",5
"570","#patriot",1
"571","#people",7
"572","#photo",2
"573","#photographer",1
"574","#photooftheday",1
"575","#photorussia",1
"576","#photoshop",4
"577","#picture",1
"578","#pictures",1
"579","#poem",1
"580","#poemvideo",1
"581","#poet",10
"582","#poetry",5
"583","#poetrycommunity",1
"584","#poetsofinstagram",1
"585","#police",4
"586","#policebrutality",1
"587","#policeviolence",1
"588","#politic",1
"589","#political",1
"590","#politicalprisonerno219",2
"591","#politicalprisoners",6
"592","#politics",4
"593","#politics2019#politicsnation",1
"594","#politicsasusual#politicssuck",1
"595","#politru",2
"596","#porchy",1
"597","#portrait",9
"598","#portraitphotography",1
"599","#presnyafamily",1
"600","#print",1
"601","#printbar",1
"602","#probation",1
"603","#protest",8
"604","#punkmovies",1
"605","#pussyriot",1
"606","#putin",1
"607","#putin#politics",1
"608","#pyrokinesis",1
"609","#qweekler#фбк#минюст#навальный#путин#оппозиция#московскоедело#митинги#протесты#коррупция#политика#россия#москва#вл#вдк#актуальное",1
"610","#rap",11
"611","#rapbeat",1
"612","#rapper",1
"613","#rapru",2
"614","#rapua",1
"615","#rbc",1
"616","#rbcновости",1
"617","#RedBullSoundClash,",1
"618","#redsquare",1
"619","#RedTime",1
"620","#regrann",27
"621","#render",1
"622","#repost",5
"623","#Repost",41
"624","#Reposty:",1
"625","#repressions",1
"626","#riot",1
"627","#romb_news",2
"628","#rostovondon",4
"629","#rozenbaum",27
"630","#rtvi",1
"631","#ruargentina",1
"632","#rudeboy",1
"633","#rudovanata",27
"634","#rupression",1
"635","#rus_atmos",3
"636","#rusatmos",1
"637","#russia",52
"638","#Russia",5
"639","#russia_today",1
"640","#russia2019",1
"641","#russiaartweek",1
"642","#russian",1
"643","#russiancity",6
"644","#russiandiary",1
"645","#russiangirlsgram",1
"646","#russianillustration",1
"647","#russianrap",3
"648","#russiaphotography",1
"649","#russiatoday",1
"650","#russiawillbefree",1
"651","#russiawithoutus",2
"652","#saintp",1
"653","#saintP",1
"654","#saintpetersburg",6
"655","#sakharovprospect",1
"656","#savrasov_oil",1
"657","#scetch",2
"658","#schokk",1
"659","#sculpture",3
"660","#sentence",1
"661","#seregaskippy",1
"662","#sheahakart",1
"663","#sheshakart",10
"664","#sheshakAtlantisMoscow",5
"665","#siberia",1
"666","#singer",1
"667","#single",1
"668","#singleprotest",4
"669","#sitter",5
"670","#sketch",2
"671","#sketchbook",2
"672","#sketchbookdrawing",1
"673","#sketching",3
"674","#skult_shop",1
"675","#skylovers",1
"676","#sleevetattoo",1
"677","#smile",1
"678","#smoke",1
"679","#smule",1
"680","#social",1
"681","#sonicleelyrics",1
"682","#sonya390",1
"683","#sonyalpha",3
"684","#sonyalpharussia",3
"685","#spb",2
"686","#sportsru",1
"687","#sqb_лонгрид",3
"688","#stage",1
"689","#standup",2
"690","#StandWithHK",1
"691","#stickers",1
"692","#stigmata",1
"693","#stihi",1
"694","#stonejungle",1
"695","#stop_repressions",8
"696","#stop212",1
"697","#stopputin",1
"698","#strap-on",2
"699","#streetart",1
"700","#streetartist",3
"701","#streetphoto",1
"702","#streetphotography",1
"703","#streetphotographyrussia",1
"704","#strike",1
"705","#stupidbird",1
"706","#style",1
"707","#sufll_e",1
"708","#summer",2
"709","#sun",1
"710","#surreal42",1
"711","#surrealism",1
"712","#Svetly",1
"713","#Svetly_Poetry",1
"714","#taj1kistan",1
"715","#taj1kistan_news",1
"716","#tajikistan",5
"717","#tattoo",2
"718","#tattoos",1
"719","#tattooscript",1
"720","#tattoosketch",1
"721","#TEAMZHANNA<U+0001F49C>",35
"722","#teatr",1
"723","#teatral",1
"724","#theatre",2
"725","#thehatters",1
"726","#thehatterstour",1
"727","#thewholeworld",3
"728","#tiredpigeon",1
"729","#TIREMI",1
"730","#top",1
"731","#topcreator",1
"732","#tortures",1
"733","#totalitarism",1
"734","#traditionalart",1
"735","#travel",2
"736","#travelblog",1
"737","#travelblogger",1
"738","#trial",1
"739","#trip",1
"740","#tsd_walking",1
"741","#turquoise",1
"742","#tv",3
"743","#tverskaya13",4
"744","#type",1
"745","#typism",1
"746","#ufc",1
"747","#ukraine",1
"748","#un",1
"749","#urban",1
"750","#urbanveganfest",2
"751","#urbanveganfest_story",2
"752","#urbanvfest",2
"753","#urbanvfest_story",2
"754","#ustinovpaul",7
"755","#uznayvse",1
"756","#vaenga",17
"757","#vaenga.",10
"758","#vandalism",1
"759","#vegan",1
"760","#veganfriendly",1
"761","#verse",1
"762","#verses",1
"763","#versus",5
"764","#versusbattle",3
"765","#video",3
"766","#vintage",1
"767","#violence",1
"768","#visualart",1
"769","#vkpost",1
"770","#vladimirbrilev",1
"771","#vladimirputin",1
"772","#vsco",1
"773","#vscorussia",1
"774","#vtvoihkrasnihglazah",1
"775","#vykhino",1
"776","#w213",1
"777","#wallart",3
"778","#watchi",1
"779","#wearydove",1
"780","#weekend",1
"781","#weekends",1
"782","#white",1
"783","#wildatheart",1
"784","#withe",1
"785","#wolf",1
"786","#wordseverywhere",1
"787","#wordsoftheday",3
"788","#wordsonwalls",1
"789","#world",8
"790","#wow",1
"791","#wroclaw",1
"792","#Wroclaw",1
"793","#wroclawboy",1
"794","#wroclawcity",1
"795","#wroclove",1
"796","#Wroclove",1
"797","#WuYou",1
"798","#XiaYu",1
"799","#YaoQianYu",1
"800","#yavlinskiy",27
"801","#yegorzhukov",1
"802","#youtube",3
"803","#YouTube",1
"804","#zatext",5
"805","#zatext.ru",3
"806","#zatextru",1
"807","#zhangrui",2
"808","#zolla",1
"809","#а2greenconcert",1
"810","#абсурд",4
"811","#абушаев2021",1
"812","#Аврора",1
"813","#автозаводская",1
"814","#автозак,",1
"815","#автор",1
"816","#авторитаризм",1
"817","#авторскаямузыка",1
"818","#авторскиестихи",1
"819","#автостоп#кругосветка#вокругсвета#Бишкек#Махатма#Ганди#ненасилие#политика#27июля#протест#московскоедело#политзаключенные#ЕгорЖуков#мненевсеравно#ЖакФреско",1
"820","#агитация",1
"821","#адальшечто",1
"822","#адамолеарий",1
"823","#адвокат",7
"824","#адвокатвсуде",1
"825","#адвокатМосква",1
"826","#АдвокатПоРазводам",1
"827","#адвокаты",1
"828","#администрация",4
"829","#администрацияпрезидента",16
"830","#администрацияпрезидента,",1
"831","#АеслиЧестно",1
"832","#азатмифтахов",3
"833","#айдаргубайдулин",3
"834","#АйдарГубайдулин",2
"835","#айдаргубайдуллин",6
"836","#акварель",1
"837","#актер",17
"838","#актёр",2
"839","#актералександрлевин",1
"840","#актерлевин",1
"841","#актеротбога",2
"842","#Актерскаясолидарность",1
"843","#актерскоемастерство",1
"844","#актертеатраикино",2
"845","#актеры",9
"846","#активизм",1
"847","#активистка",1
"848","#активисты",8
"849","#активисты,",2
"850","#активнаямолодежь",1
"851","#активныйгражданин",1
"852","#актриса",3
"853","#актуальное",1
"854","#акутальноеискусство",9
"855","#акции,",5
"856","#акциипротеста",3
"857","#акция",5
"858","#акцияпротеста",2
"859","#акциясолидарности",1
"860","#александргорчилин",1
"861","#АлександрИльинмл",1
"862","#александрмыльников",2
"863","#АлександрМыльников",1
"864","#Алексей",1
"865","#алексейменяйло",2
"866","#алексейминяйло",7
"867","#АлексейМиняйло",3
"868","#алексейминяйло#свободуполитзаключенным#московскоедело",1
"869","#алексейнавальный",3
"870","#алексейнальный",1
"871","#АлексеюМиняйло.",1
"872","#алешакритик",1
"873","#алкоголизм",1
"874","#алфёровакатерина",6
"875","#альтернатива",1
"876","#альфредшнитке",1
"877","#амиран",1
"878","#амурка#правосудие",1
"879","#андеграунд",1
"880","#андрейбаршай",1
"881","#андреймиронов",2
"882","#Андрейширвиндт",1
"883","#АннаПолитковская",1
"884","#антикоучинг",3
"885","#антисистема",1
"886","#антифа",2
"887","#АнтлучшеБледного",1
"888","#антондолин",1
"889","#аняпавликова",1
"890","#ап",5
"891","#апелляция,",3
"892","#арбат",1
"893","#аргентина",1
"894","#арест",5
"895","#арест#московскоедело#Волгоград",1
"896","#арест,",2
"897","#арестанты",1
"898","#арестанты212",58
"899","#арестанты212,",10
"900","#арестуйтеменя",4
"901","#аресты",8
"902","#АркадийКоц,",5
"903","#арт",10
"904","#АртемКарапетов",1
"905","#Артисты",1
"906","#артподготовка",1
"907","#артэспрессо",1
"908","#архангельскаяобласть",1
"909","#Ассадулаево",1
"910","#Астрахань",1
"911","#атлантрасправилплечи",1
"912","#атлет",1
"913","#атоннеливыводятнасвет",1
"914","#атысидидома.",1
"915","#аукцион",1
"916","#аукцион,",3
"917","#ахматова",1
"918","#ахматоваприговор",1
"919","#ахматовастихи",1
"920","#бабушка",2
"921","#багдонас",1
"922","#байкал",2
"923","#балетсвободы",1
"924","#БалетСвободы",1
"925","#бали",1
"926","#бальники",1
"927","#бальныетанцы",1
"928","#бальныетанцыдети",2
"929","#бальныетанцыдлявзрослых",1
"930","#бальныетанцызеленоград",1
"931","#банкротство",1
"932","#бар",1
"933","#БарабановВладислав",1
"934","#барселона",1
"935","#баршай",1
"936","#басманныйсуд",1
"937","#баста",1
"938","#батл",2
"939","#баттл",1
"940","#батуты",1
"941","#батьківщина",1
"942","#батя",1
"943","#Бахметьев",1
"944","#БДЮ,",1
"945","#бег",1
"946","#беги",1
"947","#беглец",3
"948","#беглов",2
"949","#бедность",1
"950","#беззаконие",1
"951","#безнаказанностьвластьстоящих",1
"952","#безумие",1
"953","#безцензуры",1
"954","#беко",2
"955","#беколевин",2
"956","#белинский",1
"957","#белогорк",1
"958","#белый",1
"959","#берегитесвоихродных",1
"960","#березники",2
"961","#беременность",1
"962","#беслан",1
"963","#бесогонтв",1
"964","#беспорядки",1
"965","#беспорядкивмоскве",1
"966","#беспредел",29
"967","#Беспредел#ментовскойбеспредел#суд#митинги#навальный#сядьзатекст#пикеты#павелустинов#свободупавлуустинову#свободуполитзаключенным#апасный#апаснаярука#апасныйканал#скетчинг#московскоедело",1
"968","#беспредел.",1
"969","#беспределвласти",1
"970","#беспределгосударства",1
"971","#беспределсиловиков",1
"972","#беспрелел",1
"973","#бессмертныйгулаг",3
"974","#бессмертныйГУЛАГ,",2
"975","#бессрочка",5
"976","#бессрочка,",1
"977","#Бессрочныйпикет",1
"978","#бессрочныйпротест",2
"979","#би2",1
"980","#бизнес",3
"981","#бизнесмолодостьмосква",1
"982","#бирюза",1
"983","#бирюзовый",1
"984","#битвазахайп",3
"985","#блага",1
"986","#благовещенск",1
"987","#благотворительнаяярмарка",1
"988","#благотворительность,",5
"989","#благотворительныйвечер,",8
"990","#блог",1
"991","#блогер",1
"992","#бог",2
"993","#бодиарт",1
"994","#болитбалет",1
"995","#болотнаяплощадь",1
"996","#болотноедело",7
"997","#болотноедело,",15
"998","#Болотноедело,",1
"999","#БолотноеДело,",1
"1000","#боль",1
"1001","#большомгороде",1
"1002","#бомж",1
"1003","#Бондаренко",1
"1004","#бориснемцов",1
"1005","#борисюхананов",1
"1006","#борода",5
"1007","#бородачновыечеремушки",2
"1008","#Бортич",3
"1009","#борьба",1
"1010","#борьбазавласть",1
"1011","#бракоразводныйпроцесс",1
"1012","#брат2",1
"1013","#брачныйдоговор",1
"1014","#бритниспирс",1
"1015","#бровьДиаза",1
"1016","#бродской",1
"1017","#бросокбутылки",3
"1018","#будемлюдьми",1
"1019","#БудниЗавода",16
"1020","#будущегонет",1
"1021","#будущее",2
"1022","#будущеероссии",3
"1023","#будьснами",1
"1024","#будьчеловеком",2
"1025","#буйабесы",1
"1026","#буквынателе",1
"1027","#букет",1
"1028","#бульварноекольцо",1
"1029","#бумага",1
"1030","#бумажныйстаканчик",1
"1031","#Бурятия",2
"1032","#бутылка",1
"1033","#бытьили",1
"1034","#бюджетстраны",1
"1035","#в",1
"1036","#важно",1
"1037","#вайн",1
"1038","#ВалдисизНАТЕ",1
"1039","#валерийкостенок",1
"1040","#ВалерийКостенок",2
"1041","#ВАС",1
"1042","#васВстретитРадостноУвхода",1
"1043","#Васильев",1
"1044","#васяобломов",2
"1045","#вахтангкипшидзе",1
"1046","#ВВП",6
"1047","#ВВПчтотворяттвоишестёрки?",1
"1048","#вгтрк",1
"1049","#вделе",3
"1050","#вдеталях",1
"1051","#вднх",4
"1052","#вдолгийпуть",1
"1053","#вдудь",1
"1054","#веган",5
"1055","#ведущий",1
"1056","#ведущийнтв",3
"1057","#вежливыелюди",1
"1058","#ВеликийМученик",1
"1059","#вера",5
"1060","#верлибр",1
"1061","#верните_мв_лекарства",1
"1062","#вернитевыборы",10
"1063","#ВернитеВыборы",2
"1064","#ВернитеИнтернетЖукову",1
"1065","#вернитеклассику",1
"1066","#вернителешу",1
"1067","#ВернитеЛешу",2
"1068","#версус",8
"1069","#версусбатл",3
"1070","#верь",3
"1071","#весна",1
"1072","#ветерперемен",8
"1073","#ВечернийМ",1
"1074","#вечерниймудозвон",2
"1075","#вечныйжид",1
"1076","#вешняки",1
"1077","#Вещайзомбоящик.",1
"1078","#взаимно",1
"1079","#взаимныелайки",1
"1080","#видео",18
"1081","#видеодня",1
"1082","#видеомосква",1
"1083","#видеостихи",1
"1084","#винтажнаяодежда",1
"1085","#виторган",1
"1086","#вірш",1
"1087","#вірші",1
"1088","#включаймозгиисердце",5
"1089","#включайсозги",1
"1090","#влада",1
"1091","#владивосток",1
"1092","#ВладимирБрилев",1
"1093","#ВладимирБрилёв",1
"1094","#владимиремельянов",6
"1095","#ВладимирЕмельянов",2
"1096","#ВладимирЛенин",1
"1097","#владимирмаяковский",1
"1098","#владимиров",1
"1099","#владимирпутин",6
"1100","#владимирсоловьев",1
"1101","#владимирэс",1
"1102","#ВладиславаМордасова",2
"1103","#владиславбарабанов",1
"1104","#ВладиславБарабанов",2
"1105","#владиславмордасов",2
"1106","#ВладиславМордасов",3
"1107","#владиславсиница",13
"1108","#ВладиславСиница",1
"1109","#владМордасов",1
"1110","#властимосквы",1
"1111","#власть",15
"1112","#влг",1
"1113","#влиятельнаяженщина",1
"1114","#вместе",1
"1115","#Вместе_мы_сила<U+0001F4AA>",1
"1116","#вместемысила",4
